nutrition,value,measure,food_product
Vitamin D (D2 + D3),0.0,UG,liqueur
"Cryptoxanthin, beta",0.0,UG,liqueur
Lycopene,0.0,UG,liqueur
Lutein + zeaxanthin,0.0,UG,liqueur
"Vitamin C, total ascorbic acid",0.0,MG,liqueur
Thiamin,0.0,MG,liqueur
Riboflavin,0.0,MG,liqueur
Niacin,0.003,MG,liqueur
Vitamin B-6,0.0,MG,liqueur
"Folate, total",0.0,UG,liqueur
Vitamin B-12,0.0,UG,liqueur
"Choline, total",0.0,MG,liqueur
Vitamin K (phylloquinone),0.0,UG,liqueur
Folic acid,0.0,UG,liqueur
"Folate, food",0.0,UG,liqueur
"Folate, DFE",0.0,UG,liqueur
"Vitamin E, added",0.0,MG,liqueur
"Vitamin B-12, added",0.0,UG,liqueur
Cholesterol,0.0,MG,liqueur
"Fatty acids, total saturated",0.014,G,liqueur
SFA 4:0,0.0,G,liqueur
SFA 6:0,0.0,G,liqueur
SFA 8:0,0.0,G,liqueur
SFA 10:0,0.0,G,liqueur
SFA 12:0,0.0,G,liqueur
SFA 14:0,0.0,G,liqueur
SFA 16:0,0.01,G,liqueur
SFA 18:0,0.003,G,liqueur
MUFA 18:1,0.015,G,liqueur
PUFA 18:2,0.058,G,liqueur
PUFA 18:3,0.109,G,liqueur
PUFA 20:4,0.0,G,liqueur
PUFA 22:6 n-3 (DHA),0.0,G,liqueur
MUFA 16:1,0.0,G,liqueur
PUFA 18:4,0.0,G,liqueur
MUFA 20:1,0.0,G,liqueur
PUFA 20:5 n-3 (EPA),0.0,G,liqueur
MUFA 22:1,0.0,G,liqueur
PUFA 22:5 n-3 (DPA),0.0,G,liqueur
"Fatty acids, total monounsaturated",0.015,G,liqueur
"Fatty acids, total polyunsaturated",0.167,G,liqueur
Protein,0.83,G,lychee
Total lipid (fat),0.44,G,lychee
"Carbohydrate, by difference",16.5,G,lychee
Energy,66.0,KCAL,lychee
"Alcohol, ethyl",0.0,G,lychee
Water,81.8,G,lychee
Caffeine,0.0,MG,lychee
Theobromine,0.0,MG,lychee
"Sugars, total including NLEA",15.2,G,lychee
"Fiber, total dietary",1.3,G,lychee
"Calcium, Ca",5.0,MG,lychee
"Iron, Fe",0.31,MG,lychee
"Magnesium, Mg",10.0,MG,lychee
"Phosphorus, P",31.0,MG,lychee
"Potassium, K",171,MG,lychee
"Sodium, Na",1.0,MG,lychee
"Zinc, Zn",0.07,MG,lychee
"Copper, Cu",0.148,MG,lychee
"Selenium, Se",0.6,UG,lychee
Retinol,0.0,UG,lychee
"Vitamin A, RAE",0.0,UG,lychee
"Carotene, beta",0.0,UG,lychee
"Carotene, alpha",0.0,UG,lychee
Vitamin E (alpha-tocopherol),0.07,MG,lychee
Vitamin D (D2 + D3),0.0,UG,lychee
"Cryptoxanthin, beta",0.0,UG,lychee
Lycopene,0.0,UG,lychee
Lutein + zeaxanthin,0.0,UG,lychee
"Vitamin C, total ascorbic acid",71.5,MG,lychee
Thiamin,0.011,MG,lychee
Riboflavin,0.065,MG,lychee
Niacin,0.603,MG,lychee
Vitamin B-6,0.1,MG,lychee
"Folate, total",14.0,UG,lychee
Vitamin B-12,0.0,UG,lychee
"Choline, total",7.1,MG,lychee
Vitamin K (phylloquinone),0.4,UG,lychee
Folic acid,0.0,UG,lychee
"Folate, food",14.0,UG,lychee
"Folate, DFE",14.0,UG,lychee
"Vitamin E, added",0.0,MG,lychee
"Vitamin B-12, added",0.0,UG,lychee
Cholesterol,0.0,MG,lychee
"Fatty acids, total saturated",0.099,G,lychee
SFA 4:0,0.0,G,lychee
SFA 6:0,0.0,G,lychee
SFA 8:0,0.0,G,lychee
SFA 10:0,0.0,G,lychee
SFA 12:0,0.0,G,lychee
SFA 14:0,0.002,G,lychee
SFA 16:0,0.07,G,lychee
SFA 18:0,0.024,G,lychee
MUFA 18:1,0.119,G,lychee
PUFA 18:2,0.067,G,lychee
PUFA 18:3,0.065,G,lychee
PUFA 20:4,0.0,G,lychee
PUFA 22:6 n-3 (DHA),0.0,G,lychee
MUFA 16:1,0.001,G,lychee
PUFA 18:4,0.0,G,lychee
MUFA 20:1,0.0,G,lychee
PUFA 20:5 n-3 (EPA),0.0,G,lychee
MUFA 22:1,0.0,G,lychee
PUFA 22:5 n-3 (DPA),0.0,G,lychee
"Fatty acids, total monounsaturated",0.12,G,lychee
"Fatty acids, total polyunsaturated",0.132,G,lychee
"Tocopherol, delta",0.0,MG,macadamia nut
SFA 17:0,0.124,G,macadamia nut
SFA 24:0,0.281,G,macadamia nut
MUFA 24:1 c,0.018,G,macadamia nut
SFA 8:0,0.0,G,macadamia nut
SFA 12:0,0.076,G,macadamia nut
SFA 14:0,0.659,G,macadamia nut
PUFA 22:6 n-3 (DHA),0.0,G,macadamia nut
SFA 22:0,0.616,G,macadamia nut
MUFA 14:1,0.0,G,macadamia nut
MUFA 16:1,13.0,G,macadamia nut
PUFA 20:5 n-3 (EPA),0.0,G,macadamia nut
PUFA 22:5 n-3 (DPA),0.0,G,macadamia nut
"Tocopherol, beta",0.0,MG,macadamia nut
"Tocopherol, gamma",0.0,MG,macadamia nut
MUFA 18:1,43.8,G,macadamia nut
PUFA 18:2,1.3,G,macadamia nut
PUFA 18:3,0.206,G,macadamia nut
PUFA 20:4,0.0,G,macadamia nut
PUFA 18:4,0.0,G,macadamia nut
MUFA 20:1,1.89,G,macadamia nut
MUFA 22:1,0.233,G,macadamia nut
SFA 4:0,0.0,G,macadamia nut
SFA 6:0,0.0,G,macadamia nut
SFA 10:0,0.0,G,macadamia nut
SFA 16:0,6.04,G,macadamia nut
SFA 18:0,2.33,G,macadamia nut
SFA 15:0,0.0,G,macadamia nut
"PUFA 20:2 n-6 c,c",0.0,G,macadamia nut
PUFA 20:3,0.0,G,macadamia nut
SFA 13:0,0.0,G,macadamia nut
"Vitamin D (D2 + D3), International Units",0.0,IU,macadamia nut
Vitamin D (D2 + D3),0.0,UG,macadamia nut
"Vitamin A, IU",0.0,IU,macadamia nut
"Alcohol, ethyl",0.0,G,macadamia nut
Energy,718,KCAL,macadamia nut
"Fatty acids, total saturated",12.1,G,macadamia nut
"Folate, food",11.0,UG,macadamia nut
Tryptophan,0.067,G,macadamia nut
Threonine,0.37,G,macadamia nut
Methionine,0.023,G,macadamia nut
Phenylalanine,0.665,G,macadamia nut
Tyrosine,0.511,G,macadamia nut
Alanine,0.388,G,macadamia nut
Glutamic acid,2.27,G,macadamia nut
Glycine,0.454,G,macadamia nut
Proline,0.468,G,macadamia nut
SFA 20:0,1.94,G,macadamia nut
"Fatty acids, total monounsaturated",58.9,G,macadamia nut
"Fatty acids, total polyunsaturated",1.5,G,macadamia nut
Folic acid,0.0,UG,macadamia nut
"Folate, DFE",11.0,UG,macadamia nut
Isoleucine,0.314,G,macadamia nut
Leucine,0.602,G,macadamia nut
Lysine,0.018,G,macadamia nut
Cystine,0.006,G,macadamia nut
Valine,0.363,G,macadamia nut
Arginine,1.4,G,macadamia nut
Histidine,0.195,G,macadamia nut
Aspartic acid,1.1,G,macadamia nut
Serine,0.419,G,macadamia nut
"Carbohydrate, by difference",13.8,G,macadamia nut
Caffeine,0.0,MG,macadamia nut
Retinol,0.0,UG,macadamia nut
"Vitamin A, RAE",0.0,UG,macadamia nut
Theobromine,0.0,MG,macadamia nut
"Sugars, total including NLEA",4.57,G,macadamia nut
"Selenium, Se",3.6,UG,macadamia nut
Phytosterols,116,MG,macadamia nut
Vitamin B-12,0.0,UG,macadamia nut
Cholesterol,0.0,MG,macadamia nut
Protein,7.91,G,macadamia nut
Ash,1.14,G,macadamia nut
Starch,1.05,G,macadamia nut
Fructose,0.07,G,macadamia nut
Lactose,0.0,G,macadamia nut
"Vitamin C, total ascorbic acid",1.2,MG,macadamia nut
Thiamin,1.2,MG,macadamia nut
Riboflavin,0.162,MG,macadamia nut
"Folate, total",11.0,UG,macadamia nut
"Fiber, total dietary",8.6,G,macadamia nut
"Iron, Fe",3.69,MG,macadamia nut
"Magnesium, Mg",130,MG,macadamia nut
"Phosphorus, P",188,MG,macadamia nut
"Sodium, Na",5.0,MG,macadamia nut
"Copper, Cu",0.756,MG,macadamia nut
"Manganese, Mn",4.13,MG,macadamia nut
Campesterol,8.0,MG,macadamia nut
Vitamin E (alpha-tocopherol),0.54,MG,macadamia nut
"Calcium, Ca",85.0,MG,macadamia nut
"Potassium, K",368,MG,macadamia nut
"Zinc, Zn",1.3,MG,macadamia nut
Total lipid (fat),75.8,G,macadamia nut
Sucrose,4.43,G,macadamia nut
Glucose,0.07,G,macadamia nut
Maltose,0.0,G,macadamia nut
Water,1.36,G,macadamia nut
Niacin,2.47,MG,macadamia nut
Pantothenic acid,0.758,MG,macadamia nut
Vitamin B-6,0.275,MG,macadamia nut
Stigmasterol,0.0,MG,macadamia nut
Beta-sitosterol,108,MG,macadamia nut
Protein,3.53,G,macaroni and cheese
Total lipid (fat),2.35,G,macaroni and cheese
"Carbohydrate, by difference",18.0,G,macaroni and cheese
Energy,110,KCAL,macaroni and cheese
"Sugars, total including NLEA",1.96,G,macaroni and cheese
"Fiber, total dietary",0.0,G,macaroni and cheese
"Calcium, Ca",41.0,MG,macaroni and cheese
"Iron, Fe",0.78,MG,macaroni and cheese
"Potassium, K",95.0,MG,macaroni and cheese
"Sodium, Na",451,MG,macaroni and cheese
"Vitamin D (D2 + D3), International Units",0.0,IU,macaroni and cheese
Cholesterol,4.0,MG,macaroni and cheese
"Fatty acids, total trans",0.0,G,macaroni and cheese
"Fatty acids, total saturated",0.78,G,macaroni and cheese
Protein,0.71,G,mango
Total lipid (fat),0.0,G,mango
"Carbohydrate, by difference",17.1,G,mango
Energy,71.0,KCAL,mango
"Sugars, total including NLEA",15.0,G,mango
"Fiber, total dietary",2.1,G,mango
"Calcium, Ca",14.0,MG,mango
"Iron, Fe",1.93,MG,mango
"Sodium, Na",0.0,MG,mango
"Vitamin A, IU",714,IU,mango
"Vitamin C, total ascorbic acid",30.0,MG,mango
Cholesterol,0.0,MG,mango
"Fatty acids, total trans",0.0,G,mango
"Fatty acids, total saturated",0.0,G,mango
Protein,0.08,G,margarita
Total lipid (fat),0.08,G,margarita
"Carbohydrate, by difference",16.1,G,margarita
Energy,122,KCAL,margarita
"Alcohol, ethyl",8.2,G,margarita
Water,75.1,G,margarita
Caffeine,0.0,MG,margarita
Theobromine,0.0,MG,margarita
"Sugars, total including NLEA",16.1,G,margarita
"Fiber, total dietary",0.0,G,margarita
"Calcium, Ca",2.0,MG,margarita
"Iron, Fe",0.09,MG,margarita
"Magnesium, Mg",1.0,MG,margarita
"Phosphorus, P",5.0,MG,margarita
"Potassium, K",22.0,MG,margarita
"Sodium, Na",204,MG,margarita
"Zinc, Zn",0.06,MG,margarita
"Copper, Cu",0.005,MG,margarita
"Selenium, Se",0.3,UG,margarita
Retinol,0.0,UG,margarita
"Vitamin A, RAE",0.0,UG,margarita
"Carotene, beta",0.0,UG,margarita
"Carotene, alpha",0.0,UG,margarita
Vitamin E (alpha-tocopherol),0.0,MG,margarita
Vitamin D (D2 + D3),0.0,UG,margarita
"Cryptoxanthin, beta",0.0,UG,margarita
Lycopene,0.0,UG,margarita
Lutein + zeaxanthin,0.0,UG,margarita
"Vitamin C, total ascorbic acid",2.0,MG,margarita
Thiamin,0.011,MG,margarita
Riboflavin,0.008,MG,margarita
Niacin,0.003,MG,margarita
Vitamin B-6,0.0,MG,margarita
"Folate, total",0.0,UG,margarita
Vitamin B-12,0.0,UG,margarita
"Choline, total",0.7,MG,margarita
Vitamin K (phylloquinone),0.0,UG,margarita
Folic acid,0.0,UG,margarita
"Folate, food",0.0,UG,margarita
"Folate, DFE",0.0,UG,margarita
"Vitamin E, added",0.0,MG,margarita
"Vitamin B-12, added",0.0,UG,margarita
Cholesterol,0.0,MG,margarita
"Fatty acids, total saturated",0.006,G,margarita
SFA 4:0,0.0,G,margarita
SFA 6:0,0.0,G,margarita
SFA 8:0,0.0,G,margarita
SFA 10:0,0.0,G,margarita
SFA 12:0,0.0,G,margarita
SFA 14:0,0.0,G,margarita
SFA 16:0,0.006,G,margarita
SFA 18:0,0.0,G,margarita
MUFA 18:1,0.002,G,margarita
PUFA 18:2,0.01,G,margarita
PUFA 18:3,0.004,G,margarita
PUFA 20:4,0.0,G,margarita
PUFA 22:6 n-3 (DHA),0.0,G,margarita
MUFA 16:1,0.0,G,margarita
PUFA 18:4,0.0,G,margarita
MUFA 20:1,0.0,G,margarita
PUFA 20:5 n-3 (EPA),0.0,G,margarita
MUFA 22:1,0.0,G,margarita
PUFA 22:5 n-3 (DPA),0.0,G,margarita
"Fatty acids, total monounsaturated",0.002,G,margarita
"Fatty acids, total polyunsaturated",0.015,G,margarita
Protein,0.0,G,marshmallow
Total lipid (fat),0.0,G,marshmallow
"Carbohydrate, by difference",83.3,G,marshmallow
Energy,333,KCAL,marshmallow
"Sugars, total including NLEA",50.0,G,marshmallow
"Sodium, Na",42.0,MG,marshmallow
"Fatty acids, total trans",0.0,G,marshmallow
Protein,0.07,G,martini
Total lipid (fat),0.0,G,martini
"Carbohydrate, by difference",0.15,G,martini
Energy,201,KCAL,martini
"Alcohol, ethyl",29.0,G,martini
Water,70.8,G,martini
Caffeine,0.0,MG,martini
Theobromine,0.0,MG,martini
"Sugars, total including NLEA",0.15,G,martini
"Fiber, total dietary",0.0,G,martini
"Calcium, Ca",1.0,MG,martini
"Iron, Fe",0.09,MG,martini
"Magnesium, Mg",1.0,MG,martini
"Phosphorus, P",5.0,MG,martini
"Potassium, K",13.0,MG,martini
"Sodium, Na",2.0,MG,martini
"Zinc, Zn",0.04,MG,martini
"Copper, Cu",0.02,MG,martini
"Selenium, Se",0.0,UG,martini
Retinol,0.0,UG,martini
"Vitamin A, RAE",0.0,UG,martini
"Carotene, beta",0.0,UG,martini
"Carotene, alpha",0.0,UG,martini
Vitamin E (alpha-tocopherol),0.0,MG,martini
Vitamin D (D2 + D3),0.0,UG,martini
"Cryptoxanthin, beta",0.0,UG,martini
Lycopene,0.0,UG,martini
Lutein + zeaxanthin,0.0,UG,martini
"Vitamin C, total ascorbic acid",0.0,MG,martini
Thiamin,0.005,MG,martini
Riboflavin,0.005,MG,martini
Niacin,0.025,MG,martini
Vitamin B-6,0.004,MG,martini
"Folate, total",0.0,UG,martini
Vitamin B-12,0.0,UG,martini
"Choline, total",0.7,MG,martini
Vitamin K (phylloquinone),0.0,UG,martini
Folic acid,0.0,UG,martini
"Folate, food",0.0,UG,martini
"Folate, DFE",0.0,UG,martini
"Vitamin E, added",0.0,MG,martini
"Vitamin B-12, added",0.0,UG,martini
Cholesterol,0.0,MG,martini
"Fatty acids, total saturated",0.0,G,martini
SFA 4:0,0.0,G,martini
SFA 6:0,0.0,G,martini
SFA 8:0,0.0,G,martini
SFA 10:0,0.0,G,martini
SFA 12:0,0.0,G,martini
SFA 14:0,0.0,G,martini
SFA 16:0,0.0,G,martini
SFA 18:0,0.0,G,martini
MUFA 18:1,0.0,G,martini
PUFA 18:2,0.0,G,martini
PUFA 18:3,0.0,G,martini
PUFA 20:4,0.0,G,martini
PUFA 22:6 n-3 (DHA),0.0,G,martini
MUFA 16:1,0.0,G,martini
PUFA 18:4,0.0,G,martini
MUFA 20:1,0.0,G,martini
PUFA 20:5 n-3 (EPA),0.0,G,martini
MUFA 22:1,0.0,G,martini
PUFA 22:5 n-3 (DPA),0.0,G,martini
"Fatty acids, total monounsaturated",0.0,G,martini
"Fatty acids, total polyunsaturated",0.0,G,martini
Protein,0.0,G,mayonnaise
Total lipid (fat),78.6,G,mayonnaise
"Carbohydrate, by difference",0.0,G,mayonnaise
Energy,714,KCAL,mayonnaise
"Sugars, total including NLEA",0.0,G,mayonnaise
"Fiber, total dietary",0.0,G,mayonnaise
"Calcium, Ca",14.0,MG,mayonnaise
"Iron, Fe",0.0,MG,mayonnaise
"Potassium, K",7.0,MG,mayonnaise
"Sodium, Na",500,MG,mayonnaise
"Vitamin D (D2 + D3), International Units",0.0,IU,mayonnaise
"Sugars, added",0.0,G,mayonnaise
Cholesterol,36.0,MG,mayonnaise
"Fatty acids, total trans",0.0,G,mayonnaise
"Fatty acids, total saturated",10.7,G,mayonnaise
"Carbohydrate, by difference",0.0,G,meat
"Calcium, Ca",18.0,MG,meat
"Iron, Fe",0.64,MG,meat
"Vitamin A, IU",0.0,IU,meat
"Vitamin C, total ascorbic acid",0.0,MG,meat
Protein,17.9,G,meat
Total lipid (fat),11.6,G,meat
Energy,188,KCAL,meat
"Sugars, total including NLEA",0.0,G,meat
"Fiber, total dietary",0.0,G,meat
"Sodium, Na",223,MG,meat
Cholesterol,58.0,MG,meat
"Fatty acids, total trans",0.0,G,meat
"Fatty acids, total saturated",4.02,G,meat
Protein,7.03,G,meatball
Total lipid (fat),9.38,G,meatball
"Carbohydrate, by difference",33.6,G,meatball
Energy,242,KCAL,meatball
"Sugars, total including NLEA",8.59,G,meatball
"Fiber, total dietary",1.6,G,meatball
"Calcium, Ca",62.0,MG,meatball
"Iron, Fe",2.11,MG,meatball
"Potassium, K",180,MG,meatball
"Sodium, Na",516,MG,meatball
"Vitamin A, IU",156,IU,meatball
"Vitamin C, total ascorbic acid",0.0,MG,meatball
Cholesterol,4.0,MG,meatball
"Fatty acids, total trans",0.0,G,meatball
"Fatty acids, total saturated",3.91,G,meatball
"Fatty acids, total trans",0.0,G,melon
Protein,1.78,G,melon
Ash,0.44,G,melon
"Iron, Fe",1.13,MG,melon
"Magnesium, Mg",40.0,MG,melon
"Phosphorus, P",37.0,MG,melon
"Sodium, Na",2.0,MG,melon
"Copper, Cu",0.02,MG,melon
"Manganese, Mn",0.039,MG,melon
"Vitamin A, IU",147,IU,melon
"Vitamin A, RAE",7.0,UG,melon
"Carotene, beta",88.0,UG,melon
"Vitamin C, total ascorbic acid",5.3,MG,melon
Thiamin,0.025,MG,melon
Riboflavin,0.015,MG,melon
"Folate, total",3.0,UG,melon
Total lipid (fat),1.26,G,melon
Water,89.0,G,melon
"Calcium, Ca",13.0,MG,melon
"Potassium, K",123,MG,melon
"Zinc, Zn",0.48,MG,melon
Niacin,0.565,MG,melon
Pantothenic acid,0.183,MG,melon
Vitamin B-6,0.063,MG,melon
"Folate, food",3.0,UG,melon
Energy,44.0,KCAL,melon
"Carbohydrate, by difference",7.56,G,melon
Folic acid,0.0,UG,melon
"Folate, DFE",3.0,UG,melon
Total lipid (fat),0.0,G,mezcal
"Fiber, total dietary",0.0,G,mezcal
"Calcium, Ca",0.0,MG,mezcal
"Iron, Fe",0.0,MG,mezcal
"Vitamin A, IU",333,IU,mezcal
"Vitamin C, total ascorbic acid",30.0,MG,mezcal
Cholesterol,0.0,MG,mezcal
"Fatty acids, total saturated",0.0,G,mezcal
Protein,3.33,G,mezcal
"Carbohydrate, by difference",13.3,G,mezcal
Energy,67.0,KCAL,mezcal
"Sugars, total including NLEA",3.33,G,mezcal
"Sodium, Na",600,MG,mezcal
"Fatty acids, total trans",0.0,G,mezcal
Protein,0.0,G,midori
Total lipid (fat),0.0,G,midori
"Carbohydrate, by difference",0.0,G,midori
Energy,2.0,KCAL,midori
"Sugars, total including NLEA",0.0,G,midori
"Sodium, Na",0.0,MG,midori
Folic acid,0.0,UG,molasses
"Fatty acids, total saturated",0.018,G,molasses
SFA 8:0,0.0,G,molasses
SFA 12:0,0.0,G,molasses
SFA 14:0,0.0,G,molasses
PUFA 22:6 n-3 (DHA),0.0,G,molasses
MUFA 16:1,0.0,G,molasses
PUFA 20:5 n-3 (EPA),0.0,G,molasses
PUFA 22:5 n-3 (DPA),0.0,G,molasses
SFA 4:0,0.0,G,molasses
SFA 6:0,0.0,G,molasses
SFA 10:0,0.0,G,molasses
SFA 16:0,0.018,G,molasses
SFA 18:0,0.002,G,molasses
MUFA 18:1,0.032,G,molasses
PUFA 18:2,0.05,G,molasses
PUFA 18:3,0.0,G,molasses
PUFA 20:4,0.0,G,molasses
PUFA 18:4,0.0,G,molasses
MUFA 20:1,0.0,G,molasses
MUFA 22:1,0.0,G,molasses
"Fatty acids, total monounsaturated",0.032,G,molasses
"Fatty acids, total polyunsaturated",0.05,G,molasses
"Vitamin D (D2 + D3), International Units",0.0,IU,molasses
"Folate, food",0.0,UG,molasses
"Vitamin A, RAE",0.0,UG,molasses
Energy,290,KCAL,molasses
"Carbohydrate, by difference",74.7,G,molasses
"Choline, total",13.3,MG,molasses
"Alcohol, ethyl",0.0,G,molasses
Retinol,0.0,UG,molasses
Ash,3.3,G,molasses
"Iron, Fe",4.72,MG,molasses
"Magnesium, Mg",242,MG,molasses
"Phosphorus, P",31.0,MG,molasses
"Sodium, Na",37.0,MG,molasses
"Copper, Cu",0.487,MG,molasses
"Manganese, Mn",1.53,MG,molasses
Thiamin,0.041,MG,molasses
Riboflavin,0.002,MG,molasses
"Folate, total",0.0,UG,molasses
Vitamin B-12,0.0,UG,molasses
Total lipid (fat),0.1,G,molasses
"Calcium, Ca",205,MG,molasses
"Potassium, K",1460.0,MG,molasses
"Zinc, Zn",0.29,MG,molasses
Niacin,0.93,MG,molasses
Pantothenic acid,0.804,MG,molasses
Vitamin B-6,0.67,MG,molasses
"Vitamin B-12, added",0.0,UG,molasses
"Vitamin E, added",0.0,MG,molasses
"Sugars, total including NLEA",74.7,G,molasses
"Folate, DFE",0.0,UG,molasses
Cholesterol,0.0,MG,molasses
Vitamin K (phylloquinone),0.0,UG,molasses
"Cryptoxanthin, beta",0.0,UG,molasses
Lycopene,0.0,UG,molasses
"Vitamin C, total ascorbic acid",0.0,MG,molasses
"Vitamin A, IU",0.0,IU,molasses
"Carotene, beta",0.0,UG,molasses
"Carotene, alpha",0.0,UG,molasses
"Fiber, total dietary",0.0,G,molasses
Fructose,12.8,G,molasses
Protein,0.0,G,molasses
Vitamin E (alpha-tocopherol),0.0,MG,molasses
Sucrose,29.4,G,molasses
Glucose,11.9,G,molasses
Water,21.9,G,molasses
Caffeine,0.0,MG,molasses
Theobromine,0.0,MG,molasses
Lutein + zeaxanthin,0.0,UG,molasses
Vitamin D (D2 + D3),0.0,UG,molasses
"Selenium, Se",17.8,UG,molasses
Protein,21.4,G,mozzarella
Total lipid (fat),25.0,G,mozzarella
"Carbohydrate, by difference",3.57,G,mozzarella
Energy,321,KCAL,mozzarella
"Sugars, total including NLEA",0.0,G,mozzarella
"Fiber, total dietary",0.0,G,mozzarella
"Calcium, Ca",536,MG,mozzarella
"Iron, Fe",0.0,MG,mozzarella
"Sodium, Na",179,MG,mozzarella
"Vitamin A, IU",714,IU,mozzarella
"Vitamin C, total ascorbic acid",0.0,MG,mozzarella
Cholesterol,71.0,MG,mozzarella
"Fatty acids, total trans",0.0,G,mozzarella
"Fatty acids, total saturated",14.3,G,mozzarella
"Calcium, Ca",0.0,MG,muffin
"Iron, Fe",0.72,MG,muffin
"Vitamin A, IU",0.0,IU,muffin
"Vitamin C, total ascorbic acid",0.0,MG,muffin
Cholesterol,0.0,MG,muffin
"Fatty acids, total saturated",0.0,G,muffin
Protein,3.0,G,muffin
Total lipid (fat),3.0,G,muffin
"Carbohydrate, by difference",33.0,G,muffin
Energy,220,KCAL,muffin
"Sugars, total including NLEA",19.0,G,muffin
"Sodium, Na",160,MG,muffin
"Fatty acids, total trans",0.0,G,muffin
"Fiber, total dietary",1.0,G,muffin
Protein,15.1,G,mussel
Total lipid (fat),2.84,G,mussel
"Carbohydrate, by difference",4.67,G,mussel
Energy,109,KCAL,mussel
"Alcohol, ethyl",0.0,G,mussel
Water,75.4,G,mussel
Caffeine,0.0,MG,mussel
Theobromine,0.0,MG,mussel
"Sugars, total including NLEA",0.0,G,mussel
"Fiber, total dietary",0.0,G,mussel
"Calcium, Ca",33.0,MG,mussel
"Iron, Fe",5.0,MG,mussel
"Magnesium, Mg",43.0,MG,mussel
"Phosphorus, P",249,MG,mussel
"Potassium, K",405,MG,mussel
"Sodium, Na",362,MG,mussel
"Zinc, Zn",2.02,MG,mussel
"Copper, Cu",0.119,MG,mussel
"Selenium, Se",56.7,UG,mussel
Retinol,58.0,UG,mussel
"Vitamin A, RAE",58.0,UG,mussel
"Carotene, beta",0.0,UG,mussel
"Carotene, alpha",0.0,UG,mussel
Vitamin E (alpha-tocopherol),0.7,MG,mussel
Vitamin D (D2 + D3),0.0,UG,mussel
"Cryptoxanthin, beta",0.0,UG,mussel
Lycopene,0.0,UG,mussel
Lutein + zeaxanthin,0.0,UG,mussel
"Vitamin C, total ascorbic acid",8.1,MG,mussel
Thiamin,0.172,MG,mussel
Riboflavin,0.253,MG,mussel
Niacin,1.92,MG,mussel
Vitamin B-6,0.057,MG,mussel
"Folate, total",40.0,UG,mussel
Vitamin B-12,12.9,UG,mussel
"Choline, total",82.3,MG,mussel
Vitamin K (phylloquinone),0.1,UG,mussel
Folic acid,0.0,UG,mussel
"Folate, food",40.0,UG,mussel
"Folate, DFE",40.0,UG,mussel
"Vitamin E, added",0.0,MG,mussel
"Vitamin B-12, added",0.0,UG,mussel
Cholesterol,35.0,MG,mussel
"Fatty acids, total saturated",0.538,G,mussel
SFA 4:0,0.0,G,mussel
SFA 6:0,0.0,G,mussel
SFA 8:0,0.0,G,mussel
SFA 10:0,0.0,G,mussel
SFA 12:0,0.0,G,mussel
SFA 14:0,0.075,G,mussel
SFA 16:0,0.372,G,mussel
SFA 18:0,0.086,G,mussel
MUFA 18:1,0.259,G,mussel
PUFA 18:2,0.023,G,mussel
PUFA 18:3,0.025,G,mussel
PUFA 20:4,0.089,G,mussel
PUFA 22:6 n-3 (DHA),0.32,G,mussel
MUFA 16:1,0.175,G,mussel
PUFA 18:4,0.044,G,mussel
MUFA 20:1,0.175,G,mussel
PUFA 20:5 n-3 (EPA),0.238,G,mussel
MUFA 22:1,0.033,G,mussel
PUFA 22:5 n-3 (DPA),0.028,G,mussel
"Fatty acids, total monounsaturated",0.642,G,mussel
"Fatty acids, total polyunsaturated",0.767,G,mussel
Protein,4.25,G,mustard
Total lipid (fat),3.38,G,mustard
"Carbohydrate, by difference",5.3,G,mustard
Energy,69.0,KCAL,mustard
"Alcohol, ethyl",0.0,G,mustard
Water,83.7,G,mustard
Caffeine,0.0,MG,mustard
Theobromine,0.0,MG,mustard
"Sugars, total including NLEA",1.42,G,mustard
"Fiber, total dietary",4.3,G,mustard
"Calcium, Ca",63.0,MG,mustard
"Iron, Fe",1.59,MG,mustard
"Magnesium, Mg",48.0,MG,mustard
"Phosphorus, P",108,MG,mustard
"Potassium, K",150,MG,mustard
"Sodium, Na",1100.0,MG,mustard
"Zinc, Zn",0.64,MG,mustard
"Copper, Cu",0.074,MG,mustard
"Selenium, Se",34.0,UG,mustard
Retinol,0.0,UG,mustard
"Vitamin A, RAE",4.0,UG,mustard
"Carotene, beta",31.0,UG,mustard
"Carotene, alpha",1.0,UG,mustard
Vitamin E (alpha-tocopherol),0.35,MG,mustard
Vitamin D (D2 + D3),0.0,UG,mustard
"Cryptoxanthin, beta",27.0,UG,mustard
Lycopene,0.0,UG,mustard
Lutein + zeaxanthin,115,UG,mustard
"Vitamin C, total ascorbic acid",0.4,MG,mustard
Thiamin,0.189,MG,mustard
Riboflavin,0.066,MG,mustard
Niacin,0.561,MG,mustard
Vitamin B-6,0.069,MG,mustard
"Folate, total",7.0,UG,mustard
Vitamin B-12,0.0,UG,mustard
"Choline, total",22.4,MG,mustard
Vitamin K (phylloquinone),1.5,UG,mustard
Folic acid,0.0,UG,mustard
"Folate, food",7.0,UG,mustard
"Folate, DFE",7.0,UG,mustard
"Vitamin E, added",0.0,MG,mustard
"Vitamin B-12, added",0.0,UG,mustard
Cholesterol,0.0,MG,mustard
"Fatty acids, total saturated",0.252,G,mustard
SFA 4:0,0.0,G,mustard
SFA 6:0,0.0,G,mustard
SFA 8:0,0.0,G,mustard
