nutrition,value,measure,food_product
"Carbohydrate, by difference",5.29,G,cod
Energy,100,KCAL,cod
"Sugars, total including NLEA",0.0,G,cod
"Fiber, total dietary",0.6,G,cod
"Calcium, Ca",35.0,MG,cod
"Iron, Fe",0.85,MG,cod
"Sodium, Na",418,MG,cod
"Vitamin A, IU",118,IU,cod
"Vitamin C, total ascorbic acid",3.5,MG,cod
Cholesterol,32.0,MG,cod
"Fatty acids, total trans",0.0,G,cod
"Fatty acids, total saturated",0.59,G,cod
Total lipid (fat),0.0,G,coffee
"Calcium, Ca",4380.0,MG,coffee
"Iron, Fe",4.5,MG,coffee
"Phosphorus, P",3750.0,MG,coffee
"Zinc, Zn",0.0,MG,coffee
"Vitamin A, IU",0.0,IU,coffee
"Vitamin D (D2 + D3), International Units",0.0,IU,coffee
"Vitamin C, total ascorbic acid",0.0,MG,coffee
Niacin,0.0,MG,coffee
Vitamin B-6,0.0,MG,coffee
"Folate, total",0.0,UG,coffee
Vitamin B-12,0.0,UG,coffee
Vitamin K (phylloquinone),0.0,UG,coffee
Cholesterol,0.0,MG,coffee
"Fatty acids, total saturated",0.0,G,coffee
Protein,12.5,G,coffee
"Carbohydrate, by difference",50.0,G,coffee
Energy,250,KCAL,coffee
"Sugars, total including NLEA",25.0,G,coffee
"Fiber, total dietary",12.5,G,coffee
"Potassium, K",1380.0,MG,coffee
"Sodium, Na",1500.0,MG,coffee
"Fatty acids, total trans",0.0,G,coffee
"Fatty acids, total polyunsaturated",0.0,G,coffee
"Calcium, Ca",130,MG,cookie
"Iron, Fe",1.57,MG,cookie
"Vitamin D (D2 + D3), International Units",0.0,IU,cookie
"Vitamin C, total ascorbic acid",0.0,MG,cookie
Protein,21.7,G,cookie
Total lipid (fat),17.4,G,cookie
"Carbohydrate, by difference",47.8,G,cookie
Energy,370,KCAL,cookie
"Sugars, total including NLEA",19.6,G,cookie
"Fiber, total dietary",2.2,G,cookie
Total sugar alcohols,17.0,G,cookie
"Sodium, Na",457,MG,cookie
"Sugars, added",4.3,G,cookie
"Fatty acids, total trans",0.0,G,cookie
"Fatty acids, total saturated",8.7,G,cookie
Protein,3.57,G,cookies
Total lipid (fat),10.7,G,cookies
"Carbohydrate, by difference",53.6,G,cookies
Energy,321,KCAL,cookies
"Sugars, total including NLEA",25.0,G,cookies
"Fiber, total dietary",0.0,G,cookies
"Calcium, Ca",71.0,MG,cookies
"Iron, Fe",2.57,MG,cookies
"Sodium, Na",196,MG,cookies
"Vitamin A, IU",1790.0,IU,cookies
"Vitamin C, total ascorbic acid",0.0,MG,cookies
Cholesterol,0.0,MG,cookies
"Fatty acids, total trans",0.0,G,cookies
"Fatty acids, total saturated",8.93,G,cookies
Total lipid (fat),17.8,G,coriander
"Carbohydrate, by difference",55.0,G,coriander
Energy,1240.0,kJ,coriander
Water,8.86,G,coriander
"Calcium, Ca",709,MG,coriander
"Potassium, K",1270.0,MG,coriander
"Zinc, Zn",4.7,MG,coriander
SFA 16:0,0.81,G,coriander
SFA 18:0,0.11,G,coriander
MUFA 18:1,13.5,G,coriander
PUFA 18:2,1.75,G,coriander
"Fatty acids, total monounsaturated",13.6,G,coriander
"Fatty acids, total polyunsaturated",1.75,G,coriander
Niacin,2.13,MG,coriander
"Iron, Fe",16.3,MG,coriander
"Magnesium, Mg",330,MG,coriander
"Phosphorus, P",409,MG,coriander
"Sodium, Na",35.0,MG,coriander
"Copper, Cu",0.975,MG,coriander
"Manganese, Mn",1.9,MG,coriander
"Vitamin A, IU",0.0,IU,coriander
Thiamin,0.239,MG,coriander
Riboflavin,0.29,MG,coriander
"Folate, total",0.0,UG,coriander
Vitamin B-12,0.0,UG,coriander
"Folate, food",0.0,UG,coriander
Cholesterol,0.0,MG,coriander
"Fatty acids, total saturated",0.99,G,coriander
SFA 14:0,0.02,G,coriander
MUFA 16:1,0.1,G,coriander
Phytosterols,46.0,MG,coriander
Protein,12.4,G,coriander
Ash,6.02,G,coriander
"Fiber, total dietary",41.9,G,coriander
"Vitamin C, total ascorbic acid",21.0,MG,coriander
Folic acid,0.0,UG,coriander
"Selenium, Se",26.2,UG,coriander
"Vitamin D (D2 + D3), International Units",0.0,IU,coriander
Retinol,0.0,UG,coriander
"Vitamin A, RAE",0.0,UG,coriander
"Folate, DFE",0.0,UG,coriander
Vitamin D (D2 + D3),0.0,UG,coriander
Protein,0.8,G,corn
Total lipid (fat),0.0,G,corn
"Carbohydrate, by difference",12.8,G,corn
Energy,56.0,KCAL,corn
"Sugars, total including NLEA",6.4,G,corn
"Fiber, total dietary",0.8,G,corn
"Calcium, Ca",3.0,MG,corn
"Iron, Fe",0.0,MG,corn
"Potassium, K",68.0,MG,corn
"Sodium, Na",240,MG,corn
"Vitamin D (D2 + D3), International Units",0.0,IU,corn
"Sugars, added",4.8,G,corn
Cholesterol,0.0,MG,corn
"Fatty acids, total trans",0.0,G,corn
"Fatty acids, total saturated",0.0,G,corn
Protein,7.14,G,cornmeal
Total lipid (fat),0.0,G,cornmeal
"Carbohydrate, by difference",81.0,G,cornmeal
Energy,357,KCAL,cornmeal
"Sugars, total including NLEA",0.0,G,cornmeal
"Fiber, total dietary",2.4,G,cornmeal
"Calcium, Ca",0.0,MG,cornmeal
"Iron, Fe",0.86,MG,cornmeal
"Sodium, Na",0.0,MG,cornmeal
"Vitamin A, IU",0.0,IU,cornmeal
"Vitamin C, total ascorbic acid",0.0,MG,cornmeal
Cholesterol,0.0,MG,cornmeal
"Fatty acids, total trans",0.0,G,cornmeal
"Fatty acids, total saturated",0.0,G,cornmeal
Protein,9.65,G,cottage cheese
Total lipid (fat),4.39,G,cottage cheese
"Carbohydrate, by difference",4.39,G,cottage cheese
Energy,88.0,KCAL,cottage cheese
"Sugars, total including NLEA",3.51,G,cottage cheese
"Fiber, total dietary",0.0,G,cottage cheese
"Calcium, Ca",68.0,MG,cottage cheese
"Iron, Fe",0.0,MG,cottage cheese
"Potassium, K",118,MG,cottage cheese
"Sodium, Na",421,MG,cottage cheese
"Vitamin D (D2 + D3), International Units",0.0,IU,cottage cheese
"Sugars, added",0.9,G,cottage cheese
Cholesterol,22.0,MG,cottage cheese
"Fatty acids, total trans",0.0,G,cottage cheese
"Fatty acids, total saturated",2.63,G,cottage cheese
Protein,13.3,G,couscous
Total lipid (fat),0.0,G,couscous
"Carbohydrate, by difference",77.8,G,couscous
Energy,378,KCAL,couscous
"Sugars, total including NLEA",2.22,G,couscous
"Fiber, total dietary",4.4,G,couscous
"Calcium, Ca",33.0,MG,couscous
"Iron, Fe",2.22,MG,couscous
"Potassium, K",189,MG,couscous
"Sodium, Na",0.0,MG,couscous
"Vitamin D (D2 + D3), International Units",0.0,IU,couscous
Cholesterol,0.0,MG,couscous
"Fatty acids, total trans",0.0,G,couscous
"Fatty acids, total saturated",0.0,G,couscous
Protein,17.9,G,crab
Total lipid (fat),0.74,G,crab
"Carbohydrate, by difference",0.0,G,crab
Energy,83.0,KCAL,crab
"Alcohol, ethyl",0.0,G,crab
Water,79.7,G,crab
Caffeine,0.0,MG,crab
Theobromine,0.0,MG,crab
"Sugars, total including NLEA",0.0,G,crab
"Fiber, total dietary",0.0,G,crab
"Calcium, Ca",91.0,MG,crab
"Iron, Fe",0.5,MG,crab
"Magnesium, Mg",36.0,MG,crab
"Phosphorus, P",234,MG,crab
"Potassium, K",259,MG,crab
"Sodium, Na",395,MG,crab
"Zinc, Zn",3.81,MG,crab
"Copper, Cu",0.814,MG,crab
"Selenium, Se",42.9,UG,crab
Retinol,1.0,UG,crab
"Vitamin A, RAE",1.0,UG,crab
"Carotene, beta",0.0,UG,crab
"Carotene, alpha",0.0,UG,crab
Vitamin E (alpha-tocopherol),1.84,MG,crab
Vitamin D (D2 + D3),0.0,UG,crab
"Cryptoxanthin, beta",0.0,UG,crab
Lycopene,0.0,UG,crab
Lutein + zeaxanthin,0.0,UG,crab
"Vitamin C, total ascorbic acid",3.3,MG,crab
Thiamin,0.023,MG,crab
Riboflavin,0.093,MG,crab
Niacin,2.75,MG,crab
Vitamin B-6,0.156,MG,crab
"Folate, total",51.0,UG,crab
Vitamin B-12,3.33,UG,crab
"Choline, total",80.9,MG,crab
Vitamin K (phylloquinone),0.3,UG,crab
Folic acid,0.0,UG,crab
"Folate, food",51.0,UG,crab
"Folate, DFE",51.0,UG,crab
"Vitamin E, added",0.0,MG,crab
"Vitamin B-12, added",0.0,UG,crab
Cholesterol,97.0,MG,crab
"Fatty acids, total saturated",0.201,G,crab
SFA 4:0,0.0,G,crab
SFA 6:0,0.0,G,crab
SFA 8:0,0.0,G,crab
SFA 10:0,0.0,G,crab
SFA 12:0,0.002,G,crab
SFA 14:0,0.008,G,crab
SFA 16:0,0.098,G,crab
SFA 18:0,0.072,G,crab
MUFA 18:1,0.092,G,crab
PUFA 18:2,0.02,G,crab
PUFA 18:3,0.009,G,crab
PUFA 20:4,0.037,G,crab
PUFA 22:6 n-3 (DHA),0.067,G,crab
MUFA 16:1,0.027,G,crab
PUFA 18:4,0.002,G,crab
MUFA 20:1,0.006,G,crab
PUFA 20:5 n-3 (EPA),0.101,G,crab
MUFA 22:1,0.0,G,crab
PUFA 22:5 n-3 (DPA),0.009,G,crab
"Fatty acids, total monounsaturated",0.129,G,crab
"Fatty acids, total polyunsaturated",0.258,G,crab
Protein,0.0,G,cranberry
Total lipid (fat),0.0,G,cranberry
"Carbohydrate, by difference",12.5,G,cranberry
Energy,50.0,KCAL,cranberry
"Sugars, total including NLEA",12.5,G,cranberry
"Iron, Fe",0.15,MG,cranberry
"Sodium, Na",15.0,MG,cranberry
"Vitamin C, total ascorbic acid",25.0,MG,cranberry
Protein,0.9,G,cranberry sauce
Total lipid (fat),0.15,G,cranberry sauce
"Carbohydrate, by difference",40.4,G,cranberry sauce
Energy,159,KCAL,cranberry sauce
"Alcohol, ethyl",0.0,G,cranberry sauce
Water,58.4,G,cranberry sauce
Caffeine,0.0,MG,cranberry sauce
Theobromine,0.0,MG,cranberry sauce
"Sugars, total including NLEA",31.8,G,cranberry sauce
"Fiber, total dietary",1.1,G,cranberry sauce
"Calcium, Ca",3.0,MG,cranberry sauce
"Iron, Fe",0.41,MG,cranberry sauce
"Magnesium, Mg",2.0,MG,cranberry sauce
"Phosphorus, P",4.0,MG,cranberry sauce
"Potassium, K",28.0,MG,cranberry sauce
"Sodium, Na",5.0,MG,cranberry sauce
"Zinc, Zn",0.03,MG,cranberry sauce
"Copper, Cu",0.026,MG,cranberry sauce
"Selenium, Se",0.4,UG,cranberry sauce
Retinol,0.0,UG,cranberry sauce
"Vitamin A, RAE",2.0,UG,cranberry sauce
"Carotene, beta",20.0,UG,cranberry sauce
"Carotene, alpha",0.0,UG,cranberry sauce
Vitamin E (alpha-tocopherol),0.93,MG,cranberry sauce
Vitamin D (D2 + D3),0.0,UG,cranberry sauce
"Cryptoxanthin, beta",0.0,UG,cranberry sauce
Lycopene,0.0,UG,cranberry sauce
Lutein + zeaxanthin,48.0,UG,cranberry sauce
"Vitamin C, total ascorbic acid",1.0,MG,cranberry sauce
Thiamin,0.015,MG,cranberry sauce
Riboflavin,0.021,MG,cranberry sauce
Niacin,0.1,MG,cranberry sauce
Vitamin B-6,0.014,MG,cranberry sauce
"Folate, total",1.0,UG,cranberry sauce
Vitamin B-12,0.0,UG,cranberry sauce
"Choline, total",3.8,MG,cranberry sauce
Vitamin K (phylloquinone),1.4,UG,cranberry sauce
Folic acid,0.0,UG,cranberry sauce
"Folate, food",1.0,UG,cranberry sauce
"Folate, DFE",1.0,UG,cranberry sauce
"Vitamin E, added",0.0,MG,cranberry sauce
"Vitamin B-12, added",0.0,UG,cranberry sauce
Cholesterol,0.0,MG,cranberry sauce
"Fatty acids, total saturated",0.007,G,cranberry sauce
SFA 4:0,0.0,G,cranberry sauce
SFA 6:0,0.0,G,cranberry sauce
SFA 8:0,0.0,G,cranberry sauce
SFA 10:0,0.0,G,cranberry sauce
SFA 12:0,0.0,G,cranberry sauce
SFA 14:0,0.0,G,cranberry sauce
SFA 16:0,0.005,G,cranberry sauce
SFA 18:0,0.002,G,cranberry sauce
MUFA 18:1,0.007,G,cranberry sauce
PUFA 18:2,0.019,G,cranberry sauce
PUFA 18:3,0.012,G,cranberry sauce
PUFA 20:4,0.0,G,cranberry sauce
PUFA 22:6 n-3 (DHA),0.0,G,cranberry sauce
MUFA 16:1,0.0,G,cranberry sauce
PUFA 18:4,0.0,G,cranberry sauce
MUFA 20:1,0.0,G,cranberry sauce
PUFA 20:5 n-3 (EPA),0.0,G,cranberry sauce
MUFA 22:1,0.0,G,cranberry sauce
PUFA 22:5 n-3 (DPA),0.0,G,cranberry sauce
"Fatty acids, total monounsaturated",0.007,G,cranberry sauce
"Fatty acids, total polyunsaturated",0.031,G,cranberry sauce
Protein,7.14,G,cream cheese
Total lipid (fat),32.1,G,cream cheese
"Carbohydrate, by difference",7.14,G,cream cheese
Energy,321,KCAL,cream cheese
"Sugars, total including NLEA",3.57,G,cream cheese
"Fiber, total dietary",0.0,G,cream cheese
"Calcium, Ca",71.0,MG,cream cheese
"Iron, Fe",0.0,MG,cream cheese
"Potassium, K",0.0,MG,cream cheese
"Sodium, Na",339,MG,cream cheese
"Vitamin D (D2 + D3), International Units",0.0,IU,cream cheese
Cholesterol,107,MG,cream cheese
"Fatty acids, total trans",0.0,G,cream cheese
"Fatty acids, total saturated",21.4,G,cream cheese
Protein,6.84,G,créme de cacao
Total lipid (fat),7.35,G,créme de cacao
"Carbohydrate, by difference",55.4,G,créme de cacao
Energy,315,KCAL,créme de cacao
"Alcohol, ethyl",0.0,G,créme de cacao
Water,28.7,G,créme de cacao
Caffeine,0.0,MG,créme de cacao
Theobromine,0.0,MG,créme de cacao
"Sugars, total including NLEA",49.7,G,créme de cacao
"Fiber, total dietary",0.0,G,créme de cacao
"Calcium, Ca",251,MG,créme de cacao
"Iron, Fe",0.17,MG,créme de cacao
"Magnesium, Mg",22.0,MG,créme de cacao
"Phosphorus, P",193,MG,créme de cacao
"Potassium, K",350,MG,créme de cacao
"Sodium, Na",129,MG,créme de cacao
"Zinc, Zn",0.79,MG,créme de cacao
"Copper, Cu",0.004,MG,créme de cacao
"Selenium, Se",2.7,UG,créme de cacao
Retinol,73.0,UG,créme de cacao
"Vitamin A, RAE",74.0,UG,créme de cacao
"Carotene, beta",14.0,UG,créme de cacao
"Carotene, alpha",0.0,UG,créme de cacao
Vitamin E (alpha-tocopherol),0.2,MG,créme de cacao
Vitamin D (D2 + D3),0.2,UG,créme de cacao
"Cryptoxanthin, beta",0.0,UG,créme de cacao
Lycopene,0.0,UG,créme de cacao
Lutein + zeaxanthin,0.0,UG,créme de cacao
"Vitamin C, total ascorbic acid",2.6,MG,créme de cacao
Thiamin,0.016,MG,créme de cacao
Riboflavin,0.405,MG,créme de cacao
Niacin,0.21,MG,créme de cacao
Vitamin B-6,0.016,MG,créme de cacao
"Folate, total",11.0,UG,créme de cacao
Vitamin B-12,0.31,UG,créme de cacao
"Choline, total",89.1,MG,créme de cacao
Vitamin K (phylloquinone),1.3,UG,créme de cacao
Folic acid,0.0,UG,créme de cacao
"Folate, food",11.0,UG,créme de cacao
"Folate, DFE",11.0,UG,créme de cacao
"Vitamin E, added",0.0,MG,créme de cacao
"Vitamin B-12, added",0.0,UG,créme de cacao
Cholesterol,29.0,MG,créme de cacao
"Fatty acids, total saturated",4.53,G,créme de cacao
SFA 4:0,0.176,G,créme de cacao
SFA 6:0,0.135,G,créme de cacao
SFA 8:0,0.082,G,créme de cacao
SFA 10:0,0.207,G,créme de cacao
SFA 12:0,0.211,G,créme de cacao
SFA 14:0,0.75,G,créme de cacao
SFA 16:0,2.01,G,créme de cacao
SFA 18:0,0.805,G,créme de cacao
MUFA 18:1,1.9,G,créme de cacao
PUFA 18:2,0.288,G,créme de cacao
PUFA 18:3,0.052,G,créme de cacao
PUFA 20:4,0.009,G,créme de cacao
